date,transect,file_name,bed,lat,long,count,on_gravel,notes,id,left,top,right,bottom
6/18/2018,"5",M2U02338.MPG,Downstream,44.83617167,-75.299325,"5",,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
5/30/2019,"5",M2U02387,Downstream,44.83619333,-75.29934667,"1",no,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/14/2019,"5",M2U02476,Downstream,44.836225,-75.29937833,"1",no,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/21/2019,"5",M2U02522,Downstream,44.83625167,-75.29934,"6",Yes,Fish looked dark but shaped like sturgeon,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
7/3/2019,"5",M2U02565,Downstream,44.83622167,-75.29938333,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
5/26/2020,"5",05262020_IRQ_D5,Downstream,44.836213,-75.299385,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/1/2020,"5",06012020_IRQ_D5,Downstream,44.836162,-75.299373,"3",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/5/2020,"5",06052020_IRQ_D5,Downstream,44.836187,-75.299348,"3",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/5/2020,"5",06052020_IRQ_D5,Downstream,44.836235,-75.299325,"2",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/10/2020,"5",06102020_IRQ_D5,Downstream,44.836167,-75.29933,"3",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/10/2020,"5",06102020_IRQ_D5,Downstream,44.836262,-75.2993,"3",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/12/2020,"5",06122020_IRQ_D5,Downstream,44.83627,-75.29939,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/15/2020,"5",06152020_IRQ_D5,Downstream,44.836202,-75.299298,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/15/2020,"5",06152020_IRQ_D5,Downstream,44.836243,-75.299302,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/18/2020,"5",06182020_IRQ_D5,Downstream,44.836202,-75.299395,"5",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
5/28/2021,"5",05282021-Irq-D5,Downstream,44.83617,-75.29933667,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/6/2021,"5",06062021-Irq-D5,Downstream,44.83619167,-75.29933833,"4",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/6/2021,"5",06062021-Irq-D5,Downstream,44.83614,-75.29934833,"3",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/6/2021,"5",06062021-Irq-D5,Downstream,44.83624667,-75.29934333,"2",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/7/2021,"5",06072021-Irq-D5,Downstream,44.836115,-75.29938,"12",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/7/2021,"5",06072021-Irq-D5,Downstream,44.83617,-75.29935333,"7",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/7/2021,"5",06072021-Irq-D5,Downstream,44.83625833,-75.29931333,"5",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/7/2021,"5",06072021-Irq-D5,Downstream,44.836195,-75.29934,"3",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/8/2021,"5",06082021-Irq-D5,Downstream,44.83621167,-75.299355,"4",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/8/2021,"5",06082021-Irq-D5,Downstream,44.836115,-75.299365,"2",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/8/2021,"4",06082021-Irq-D4,Downstream,44.83626333,-75.299405,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/8/2021,"5",06082021-Irq-D5,Downstream,44.83603167,-75.29935333,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/8/2021,"5",06082021-Irq-D5,Downstream,44.83625833,-75.29935,"1",No,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
6/1/2022,"5",D5,Downstream,44.836265,-75.29932833,"1",,,183,2091.803288358089048,4984101.068918390199542,2121.803288358089048,4984071.068918391130865
